label,text,spam_categories,target_Bank Scam,target_Gambling Promotion,target_General Spam,target_Phishing,cleaned_text,nb_label
"Gambling Promotion, Phishing",Celebrate Weekend & Payday with a Bang at GoJackpot! Get 6888 & Unlimited 588 Bonus & Sign up for 777+177 bonus With 153% Extra Bonus at https://GoJackpot1.icu,"['Gambling Promotion', 'Phishing']",0,1,0,1,celebrate weekend payday bang gojackpot get unlimited bonus sign bonus extra bonus urllink,Spam
Spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,['General Spam'],0,0,1,0,buy space invader chance win orig arcade game console press game arcade std wap charge see ocoukgames term setting purchase,Spam
Phishing,Your order #82016 delivery failed. Update address to avoid return: bit.ly/secure-ph-386881,['Phishing'],0,0,0,1,order delivery failed update address avoid return urllink,Spam
"Bank Scam, Phishing",[BDO-ALERT] Your account is on hold please verify here: www.onlinebdo-banking.online if your registered number is still active.,"['Bank Scam', 'Phishing']",1,0,0,1,bdoalert account hold please verify urllink registered number still active,Spam
Ham,"3/3 For details about MNP, visit tcimnp.com.ph. TCI (Telecommunications Connectivity, Inc.) is the joint venture company of DITO, Globe and SMART",[],0,0,0,0,detail mnp visit tcimnpcomph tci telecommunication connectivity inc joint venture company dito globe smart,Ham
Ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",[],0,0,0,0,night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay,Ham
Phishing,Looking for side hustle? Watch videos & earn 500-1500. Join: wa.me/639996246504,['Phishing'],0,0,0,1,looking side hustle watch video earn join wame,Spam
Bank Scam,"Good day from GCash,    Please be advised that we are asking everyone to verify their account, Failure to comply will result in to account deactivation within 24 hours.    Verify here:  llink.ee/GCashAlert",['Bank Scam'],1,0,0,0,good day gcash please advised asking everyone verify account failure comply result account deactivation within hour verify llinkeegcashalert,Spam
Ham,Finally the match heading towards draw as your prediction.,[],0,0,0,0,finally match heading towards draw prediction,Ham
Spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,['General Spam'],0,0,1,0,want new nokia colour phone deliveredtomorrow free minute mobile free text free camcorder reply call,Spam
Ham,10/07 12:04: P60.00 loaded to 09129094503 for 1 year. Ref:9GA48K1OEM. Use GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp,[],0,0,0,0,p loaded year refgakoem use gigalife app best promos deal smrtphgigalifeapp,Ham
Phishing,Withdraw your winnings in 2 mins! Join BINGOPLUS now and get 226 free: bit.ly/secure-ph-778539,['Phishing'],0,0,0,1,withdraw winning min join bingoplus get free urllink,Spam
Ham,"View, manage, add or remove your BDO accounts and cards on the BDO Online app! Try it now!",[],0,0,0,0,view manage add remove bdo account card bdo online app try,Ham
Phishing,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate",['Phishing'],0,0,0,1,nd time tried contact u u pound prize claim easy call p per min btnationalrate,Spam
"Bank Scam, Gambling Promotion, Phishing",Bibigyan ka ng MAYA ng 100% na bonus sa iyong unang deposito 177bets.xyz,"['Bank Scam', 'Gambling Promotion', 'Phishing']",1,1,0,1,bibigyan ka maya bonus iyong unang deposito betsxyz,Spam
Ham,"Congrats! Your GGives credit limit has increased to P25k! Shop with GGives this Chinese New Year para sa abot-kayang installments. Go to Borrow > GGives to view your new credit limit, valid until Feb 10.",[],0,0,0,0,congrats ggives credit limit increased pk shop ggives chinese new year abotkayang installment go borrow ggives view new credit limit valid feb,Ham
Phishing,Your order #64560 delivery failed. Update address to avoid return: bit.ly/secure-ph-625038,['Phishing'],0,0,0,1,order delivery failed update address avoid return urllink,Spam
Phishing,"C0NGRATS! Napili ur # for 250,000 PHP from Puregold. To claim, call Atty. Reyes 09314551106.",['Phishing'],0,0,0,1,cngrats napili ur php puregold claim call atty reyes,Spam
"Gambling Promotion, Phishing","Hello, no deposit, free 1989 P bonus, please login https://kaa9867.com","['Gambling Promotion', 'Phishing']",0,1,0,1,hello deposit free p bonus please login urllink,Spam
"Gambling Promotion, Phishing",Ur the lucky winner of iPad Air from Shell. Valid for 24hrs. Pls call 09804378431.,"['Gambling Promotion', 'Phishing']",0,1,0,1,ur lucky winner ipad air shell valid hr pls call,Spam
Ham,You have received P2101.77 GCash from 7eleven Kiosk w/ MSG - 2416-8040-5014. Your new balance is P2110.43 06-16-24 4:41PM. Ref no. 0018385379797.,[],0,0,0,0,received p gcash eleven kiosk w msg new balance p pm ref,Ham
Phishing,Good day! Ur resume is qualified for Facebook Marketing job. 5k daily. Apply: bit.ly/ph-47385,['Phishing'],0,0,0,1,good day ur resume qualified facebook marketing job k daily apply urllink,Spam
Ham,Your payment of P149.00 to Netflix Inc. has been successfully processed on 06-17-22 01:44:27 PM. Ref. No. 022376150,[],0,0,0,0,payment p netflix inc successfully processed pm ref,Ham
Phishing,"HIRING-PH: Homebased job available. P2,000 daily kita. No exp: bit.ly/hiring-ph-task",['Phishing'],0,0,0,1,hiringph homebased job available p daily kita exp urllink,Spam
Ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee..",[],0,0,0,0,aiyo u always c ex one dunno abt mei reply first time u reply fast lucky workin huh got bao ur sugardad ahgee,Ham
"Gambling Promotion, Phishing",Jackpot winner of P100k in MEGA-PANALO! Be next. Register: bit.ly/ph-62225,"['Gambling Promotion', 'Phishing']",0,1,0,1,jackpot winner pk megapanalo next register urllink,Spam
"Gambling Promotion, Phishing",Level up your luck at JILI747! New players revel in 8000p + 888p. Let luck be your guide for thrilling adventures at jili747.icu,"['Gambling Promotion', 'Phishing']",0,1,0,1,level luck jili new player revel p p let luck guide thrilling adventure jiliicu,Spam
"Gambling Promotion, Phishing",Looking for extra income? YouTube Liker needs 50 people for remote work. Register: bit.ly/secure-ph-173614,"['Gambling Promotion', 'Phishing']",0,1,0,1,looking extra income youtube liker need people remote work register urllink,Spam
Phishing,LOAN-NOW: Lowest interest rates in the PH. Borrow up to P100k today: bit.ly/loan-now-ph,['Phishing'],0,0,0,1,loannow lowest interest rate ph borrow pk today urllink,Spam
Ham,hugasan mo na ung mga plato dyan,[],0,0,0,0,hugasan ung plato dyan,Ham
Ham,50 GB for 50 pesos? Bili na ng All Data 50 to get 2 GB + FREE 48 GB valid for 3 days -- Kunin mo na bago pa mawala! Free data arrives in 24h! Load na: https://smrt.ph/GetSmartApp (Wais Hacks) or dial *123# NOW!,[],0,0,0,0,gb peso bili data get gb free gb valid day kunin bago mawala free data arrives h load urllink wais hack dial,Ham
Gambling Promotion,"Small bet, big dreams! With 10 pesos, explore the thrill of winning 60k in Golden Empire. Play now at promolink.st/djjPAWhlWNa.",['Gambling Promotion'],0,1,0,0,small bet big dream peso explore thrill winning k golden empire play promolinkstdjjpawhlwna,Spam
Ham,Naiwan ko yung id lace ko,[],0,0,0,0,naiwan id lace,Ham
Ham,10/07 19:40: P50.00 loaded to 09129094503 from 09478580716 for 1 year. Ref:8GA7QS5TSB !Use *123# or smrt.ph/GigaLifeApp to get DOUBLE GIGA: VIDEO OR STORIES!,[],0,0,0,0,p loaded year refgaqstsb use smrtphgigalifeapp get double giga video story,Ham
Phishing,Facebook Warning: Your page will be disabled. Appeal now at bit.ly/secure-ph-223339,['Phishing'],0,0,0,1,facebook warning page disabled appeal urllink,Spam
Ham,naka gawa na ba kayo ng assignment sa math,[],0,0,0,0,naka gawa assignment math,Ham
"Gambling Promotion, Phishing",Hiring: Amazon PH Part-time/Homebase. Earn 2k-5k daily using phone. Msg us: jili-bet.ph/register,"['Gambling Promotion', 'Phishing']",0,1,0,1,hiring amazon ph parttimehomebase earn kk daily using phone msg u jilibetphregister,Spam
Ham,May 60 mins ka na lang sa Unli Allnet Calls mo.,[],0,0,0,0,may min ka unli allnet call,Ham
Ham,Pakainin mo na yung mga pusa,[],0,0,0,0,pakainin pusa,Ham
Ham,"Hi! As of 08/29/22 20:04, there is 496.77MB left from your SURF4ALL group promo. This is valid until 08/30/22 10:01.",[],0,0,0,0,hi mb left surfall group promo valid,Ham
Ham,So ü pay first lar... Then when is da stock comin...,[],0,0,0,0,ü pay first lar da stock comin,Ham
"Bank Scam, Phishing",MAYA-Center: Final warning! Account verification required: maya-verify-status.ph,"['Bank Scam', 'Phishing']",1,0,0,1,mayacenter final warning account verification required mayaverifystatusph,Spam
Ham,May bagong task na inassign,[],0,0,0,0,may bagong task inassign,Ham
"Gambling Promotion, Phishing","<NAME>., All hot games like slot machine,live casino and more games you are looking for is in here! Register now here at JACKPOT CITY the most stable network and popular online gaming platform and get your welcome bonus up to P1,000 once you get register jackpotcitywinrich.com","['Gambling Promotion', 'Phishing']",0,1,0,1,name hot game like slot machinelive casino game looking register jackpot city stable network popular online gaming platform get welcome bonus p get register jackpotcitywinrichcom,Spam
Ham,Sino may extra ballpen dyan,[],0,0,0,0,may extra ballpen dyan,Ham
Spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,['General Spam'],0,0,1,0,sm auction brand new nokia auction today auction free join take part txt nokia hgsuitelands rowwjhl,Spam
Ham,I see a cup of coffee animation,[],0,0,0,0,see cup coffee animation,Ham
Ham,"Holiday Prize: P10,000 🤑 Log in to your Maya account and get 1 raffle entry plus free P1! Promo runs from Dec. 22-31 only! Go to your Maya app now ⚡",[],0,0,0,0,holiday prize p log maya account get raffle entry plus free p promo run dec go maya app,Ham
Phishing,Work from home! Shopee online tasks. P60 per order. Msg us: wa.me/639217784247,['Phishing'],0,0,0,1,work home shopee online task p per order msg u wame,Spam
Spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,['General Spam'],0,0,1,0,p alfie moon child need song ur mob tell ur m txt tone charity nokias poly charity polys zed profit charity,Spam
Ham,sabay na tayo umuwi maya,[],0,0,0,0,sabay umuwi maya,Ham
Ham,"You won't find this gift under the tree, but you'll find it in our app. Get GOMO Fiber for just P1! This offer is available only from December 13 to 19, so don't miss your chance and upgrade to next-level connectivity now! Subject to serviceability checking. No advisories? Text OFF to 2686 for free.",[],0,0,0,0,wont find gift tree youll find app get gomo fiber p offer available december dont miss chance upgrade nextlevel connectivity subject serviceability checking advisory text free,Ham
Ham,wag ka na makialam dyan,[],0,0,0,0,wag ka makialam dyan,Ham
Bank Scam,"View, manage, add or remove your BDO accounts and cards on the BDO Online app! Download and sign up now!",['Bank Scam'],1,0,0,0,view manage add remove bdo account card bdo online app download sign,Spam
Phishing,M-CASH: Get P500 for free upon registration. No ID needed. Join na d2: m-cash-ph-app.net,['Phishing'],0,0,0,1,mcash get p free upon registration id needed join mcashphappnet,Spam
Ham,Feel Legendary sa bawat game with Codashop! Enjoy hassle free payments gamit ang TNT load!,[],0,0,0,0,feel legendary bawat game codashop enjoy hassle free payment gamit tnt load,Ham
Phishing,Looking for side hustle? Watch videos & earn 3000-8000. Join: wa.me/639500499730,['Phishing'],0,0,0,1,looking side hustle watch video earn join wame,Spam
Bank Scam,Gcash.     Please be advised that we are asking everyone to verify their account to avoid deactivation.    Verify here: qrqr.ai/GcashHelpCenter,['Bank Scam'],1,0,0,0,gcash please advised asking everyone verify account avoid deactivation verify qrqraigcashhelpcenter,Spam
Phishing,Apple ID: Someone logged in from China. Secure account: bit.ly/secure-ph-165570,['Phishing'],0,0,0,1,apple id someone logged china secure account urllink,Spam
Ham,sira pldt ngayon dito,[],0,0,0,0,sira pldt ngayon dito,Ham
"Bank Scam, Gambling Promotion, Phishing","<NAME>., Log in now to claim your free Credit 777 bonus and enjoy an amazing 3% GCash deposit bonus at GoJackpot. Hurry, Join now gjackpot0.com","['Bank Scam', 'Gambling Promotion', 'Phishing']",1,1,0,1,name log claim free credit bonus enjoy amazing gcash deposit bonus gojackpot hurry join gjackpotcom,Spam
"Bank Scam, Phishing",MA'AM/SIR! Chinabank iAccess needs validation due to suspicious activity: bit.ly/secure-ph-501983,"['Bank Scam', 'Phishing']",1,0,0,1,maamsir chinabank iaccess need validation due suspicious activity urllink,Spam
"Bank Scam, Phishing",MAYA: Ur account is under review. Pls verify identity now d2: bit.ly/secure-ph-817054,"['Bank Scam', 'Phishing']",1,0,0,1,maya ur account review pls verify identity urllink,Spam
Ham,"[ClassIn]Welcome to use ClassIn, the verification code is 4589, valid within 30 minutes.",[],0,0,0,0,classinwelcome use classin verification code valid within minute,Ham
Ham,"Mag-shopping spree ka na with GGives installments dahil free ang last installment mo! Promo is available for 12 month installments at select stores. T&Cs apply. To learn more, login to GCash > tap Borrow > GGives > View More on our Special Offers.",[],0,0,0,0,magshopping spree ka ggives installment dahil free last installment promo available month installment select store tc apply learn login gcash tap borrow ggives view special offer,Ham
"Gambling Promotion, Phishing","<REAL NAME>Sumali na at tamasahin ang 2% na unlimited rebate, libreng P57 madaling kunin, at may deposit 100 get 100 na promo sa s-mt.ca/v7w4","['Gambling Promotion', 'Phishing']",0,1,0,1,real namesumali tamasahin unlimited rebate libreng p madaling kunin may deposit get promo smtcavw,Spam
Ham,Hi! You have already used up all the MBs from your mobile internet promo. Check out our latest offers via the GlobeOne app.,[],0,0,0,0,hi already used mb mobile internet promo check latest offer via globeone app,Ham
Ham,You have sent PHP 95.00 to JO*N AN****Y VI***R S. 09052672306 on 10-30-2022 03:22 PM. Your new balance is PHP 354.52. Ref. No. 0006528087117.,[],0,0,0,0,sent php jon vir pm new balance php ref,Ham
Phishing,Apple ID: Someone logged in from Unknown Location. Secure account: bit.ly/secure-ph-282014,['Phishing'],0,0,0,1,apple id someone logged unknown location secure account urllink,Spam
Ham,G-707487 is your Google verification code. Don't share your code with anyone.,[],0,0,0,0,g google verification code dont share code anyone,Ham
Ham,<#> Your 6-digit Twitter confirmation code is 056380. /XGYNXWncmi,[],0,0,0,0,digit twitter confirmation code xgynxwncmi,Ham
"Gambling Promotion, Phishing","<NAME>. ! Ang pinakamainit na trend, iniimbitahan ka ng T1BET na panoorin ang maapoy na larangan ng digmaan sa NBA! Mag-sign up para makakuha ng 3000 bonus at higit pa! t1bet123.com/T1BEST","['Gambling Promotion', 'Phishing']",0,1,0,1,name pinakamainit trend iniimbitahan ka tbet panoorin maapoy larangan digmaan nba magsign makakuha bonus higit tbetcomtbest,Spam
Phishing,GrabExpress: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-431875,['Phishing'],0,0,0,1,grabexpress parcel held distribution center pay custom fee urllink,Spam
Ham,03Sep12:08 AM Load Balance: P0.00 FREE DATA MB 49152 Exp: 05Sep2024 11:37PM Shareable Data MB: 2117.54 Exp: 05Sep2024 08:17PM,[],0,0,0,0,sep load balance p free data mb exp sep pm shareable data mb exp sep pm,Ham
Ham,"Ito na! Sa Dec 22-28, may chance kang manalo ng ONE MILLION PESOS sa TNT Pasko Panalo Raffle! December 22 pa ito ha! Para makakuha ng raffle entries: Load Saya All 99. 1 registration = 1 raffle entry. Tandaang naka-text ""RAFFLE"" to 5858 muna at abangan ang confirmation. Sa pag-text nito, sumasang-ayon ka at tinatanggap mo ang Terms & Conditions at Privacy Notice ng promo. For more info, visit https://tntph.com/pp24TNCDPN",[],0,0,0,0,dec may chance kang manalo one million peso tnt pasko panalo raffle december makakuha raffle entry load saya registration raffle entry tandaang nakatext raffle muna abangan confirmation pagtext nito sumasangayon ka tinatanggap term condition privacy notice promo info visit urllink,Ham
Gambling Promotion,PCSO: Lucky number mo nanalo ng 1 Million! Tawagan si Secretary Gomez 09968002664.,['Gambling Promotion'],0,1,0,0,pcso lucky number nanalo million tawagan si secretary gomez,Spam
Gambling Promotion,Imagine turning a small bet of 25 pesos into a huge 80k win with Gold Rush. It's possible! Find out how at oj00zdjnlmf2u1vi.bonus.lc.,['Gambling Promotion'],0,1,0,0,imagine turning small bet peso huge k win gold rush possible find ojzdjnlmfuvibonuslc,Spam
Phishing,Work from home! Telegram Task online tasks. P698 per order. Msg us: wa.me/639718743756,['Phishing'],0,0,0,1,work home telegram task online task p per order msg u wame,Spam
Ham,P50.00 has been loaded to your mobile number 9548058067. Trace No: 46502492 01/24/2023 00:28:13.819.,[],0,0,0,0,p loaded mobile number trace,Ham
Phishing,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",['Phishing'],0,0,0,1,youve tkts euro cup final cash collect call b pobox ppm,Spam
Ham,Sige po ,[],0,0,0,0,sige,Ham
"Gambling Promotion, Phishing",DITO-Notice: SIM Registration is mandatory. Register here to keep service: dito-sim-reg.net,"['Gambling Promotion', 'Phishing']",0,1,0,1,ditonotice sim registration mandatory register keep service ditosimregnet,Spam
Ham,"Did you request to do BANK TRANSFER to BDO Unibank, Inc. account no. ending in 6177 with amount of PHP 2000.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 186074.",[],0,0,0,0,request bank transfer bdo unibank inc account ending amount php dont enter otp site send anyone scam requested otp,Ham
Phishing,FAST-CASH: Instant loan for students & workers. Approved in 5 mins. Download app: bit.ly/fast-cash-app,['Phishing'],0,0,0,1,fastcash instant loan student worker approved min download app urllink,Spam
Ham,"Hi Mr/Ms CHRISTOPHER, RDCN: 80923 can be claimed at any RDPawnshop, RDCredit, Penbank & Villarica branches. Please present valid ID. Thank you!",[],0,0,0,0,hi mrms christopher rdcn claimed rdpawnshop rdcredit penbank villarica branch please present valid id thank,Ham
"Gambling Promotion, Phishing","Super high return, click to register para makakuha ng 18p, at may mga aktibidad sa ahensya http://jl7778.ph","['Gambling Promotion', 'Phishing']",0,1,0,1,super high return click register makakuha p may aktibidad ahensya urllink,Spam
Ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,[],0,0,0,0,know grumpy old people mom like better lying always one play joke,Ham
Phishing,PHLPost: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-822313,['Phishing'],0,0,0,1,phlpost parcel held distribution center pay custom fee urllink,Spam
Ham,"Reminder: TIME TO APP-GRADE! Switch to the new BDO Online app by August 19, 2024 to continue to view your account balances and make transactions. Just log in with your existing username and password! If you are unable to log in, tap ""Need help logging in?"" to retrieve your username or reset your password.",[],0,0,0,0,reminder time appgrade switch new bdo online app august continue view account balance make transaction log existing username password unable log tap need help logging retrieve username reset password,Ham
"Gambling Promotion, Phishing",L0TT0-PH: Check result today! Baka ikaw na ang next winner. See results: lotto-ph-results.ph,"['Gambling Promotion', 'Phishing']",0,1,0,1,lttph check result today baka ikaw next winner see result lottophresultsph,Spam
Ham,"Hi, I'm your courier from Ninja van, and will be delivering your COD parcel later today. Please prepare ₱ 771.00PHP. You may contact me at this number if you have any enquiries. See you later! 4",[],0,0,0,0,hi im courier ninja van delivering cod parcel later today please prepare php may contact number enquiry see later,Ham
Phishing,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,['Phishing'],0,0,0,1,txt call claim reward hour talk time use phone subscribegbpmnth inc hr stoptxtstop urllink,Spam
Phishing,"C0NGRATS! Ur number won iPhone 15 Pro from Shell. To claim prize, pls call Atty. Reyes 09556667778. DTI#0921",['Phishing'],0,0,0,1,cngrats ur number iphone pro shell claim prize pls call atty reyes dti,Spam
Spam,"phluck.tv/5oZT Walang hulog, walang alala. Dito, libreng pera para sa masayang paglalaro.",['General Spam'],0,0,1,0,phlucktvozt walang hulog walang alala dito libreng pera masayang paglalaro,Spam
Gambling Promotion,"Makakuha ng 298PHP nang libre, 100% na bonus sa unang pag-click sa deposito phpromo.website/og3jpOGDJHXhcZdy",['Gambling Promotion'],0,1,0,0,makakuha php nang libre bonus unang pagclick deposito phpromowebsiteogjpogdjhxhczdy,Spam
"Bank Scam, Phishing","GCASH Alert: May login attempt mula sa bagong device. Kung hindi ikaw ito, i-secure ang account: tinyurl.com/win-today-ph","['Bank Scam', 'Phishing']",1,0,0,1,gcash alert may login attempt mula bagong device hindi ikaw isecure account urllink,Spam
Ham,Get the BEST and EXCLUSIVE promos in the GigaLife App! Make sure you have the latest version for a faster and more secure experience! smrt.ph/GigaLifeApp,[],0,0,0,0,get best exclusive promos gigalife app make sure latest version faster secure experience smrtphgigalifeapp,Ham
Gambling Promotion,Nanalo ang number mo ng P2874! Mag-register gamit ang number na ito upang makuha and premyo. Sumali dito: antfig.de,['Gambling Promotion'],0,1,0,0,nanalo number p magregister gamit number upang makuha premyo sumali dito antfigde,Spam
Ham,"Did you request to do BANK TRANSFER to BDO Unibank, Inc. account no. ending in 6177 with amount of PHP 1000.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 946322.",[],0,0,0,0,request bank transfer bdo unibank inc account ending amount php dont enter otp site send anyone scam requested otp,Ham
"Gambling Promotion, Phishing","Especiai na bonus muia sa 2OM maniaiaro! LiveDeaier/SLOT/SportsBattie Tara na egamesph.com/promo Sign-up&share to get extra 3O,OOOP ","['Gambling Promotion', 'Phishing']",0,1,0,1,especiai bonus muia om maniaiaro livedeaierslotsportsbattie tara egamesphcompromo signupshare get extra oooop,Spam
Ham,Tuloy ang Saya! May 50 MB + Unli Allnet Calls and Texts ka na for 2 days with Allnet 20.,[],0,0,0,0,tuloy saya may mb unli allnet call text ka day allnet,Ham
Ham,"It's not too late to claim your FREEBIE of 350MB for surfing, valid for 3 days. Simply load a total of P50 by 03/28/2024. If you've already claimed your freebie, please disregard this message. REF#: FGRN12 ",[],0,0,0,0,late claim freebie mb surfing valid day simply load total p youve already claimed freebie please disregard message ref fgrn,Ham
Spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,['General Spam'],0,0,1,0,nokia tone ur mob every week txt nok st tone free get txtin tell ur friend ptone reply hl info,Spam
Ham,"Tuloy tuloy ang freebies, promos, at rewards with Globe At Home! Enjoy Home Prepaid WiFi exclusive offers via the GlobeOne app! I-download lang at mag-register via https://globeone.onelink.me/ej7I/G1SMS para sa exciting promos, rewards, at freebies! No advisories? Text OFF to 2686 for free.",[],0,0,0,0,tuloy tuloy freebie promos reward globe home enjoy home prepaid wifi exclusive offer via globeone app idownload magregister via urllink exciting promos reward freebie advisory text free,Ham
Ham,May 60 minutes ka na lang sa FREE UNLI TIKTOK ARAW-ARAW mo.,[],0,0,0,0,may minute ka free unli tiktok arawaraw,Ham
Spam,"Magdeposito ng 150P ngayong linggo at manalo ng 170,000P!  a8sdk.bid",['General Spam'],0,0,1,0,magdeposito p ngayong linggo manalo p asdkbid,Spam
"Gambling Promotion, Phishing","MALUPIT ANG TRIPLE JACKPOT DAY, 14 WINNERS EVERY MONDAY!  P19,000 Prize Pool up for grabs, kaya deposit and play na! Legit games sa PAGCOR Certified beeking.ph","['Gambling Promotion', 'Phishing']",0,1,0,1,malupit triple jackpot day winner every monday p prize pool grab kaya deposit play legit game pagcor certified beekingph,Spam
Spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,['General Spam'],0,0,1,0,free top ringtone sub weekly ringtoneget st week freesend subpoly per weekstop sm,Spam
Ham,Otw palang ako e,[],0,0,0,0,otw palang ako e,Ham
Ham,"You have received P752.40 of GCash from 7eleven Kiosk with MSG - 2122-8368-8043. Your new balance is P752.40 Mon Aug 16 15:10:40 GMT+08:00 2021. Ref no. 0001949743172. Use now to buy load, purchase items, send money, pay bills and a lot more!",[],0,0,0,0,received p gcash eleven kiosk msg new balance p mon aug gmt ref use buy load purchase item send money pay bill lot,Ham
Ham,At home watching tv lor.,[],0,0,0,0,home watching tv lor,Ham
"Bank Scam, Phishing",GoTyme: Ur account is expiring today. Pls verify identity now d2: bit.ly/secure-ph-395351,"['Bank Scam', 'Phishing']",1,0,0,1,gotyme ur account expiring today pls verify identity urllink,Spam
Phishing,Netflix PH: Payment failed. Update billing to avoid interruption: bit.ly/ph-70923,['Phishing'],0,0,0,1,netflix ph payment failed update billing avoid interruption urllink,Spam
Ham,"Hi Mr/Ms <NAME>, RDCN 07033 can be claimed at any RDPawnshop, Penbank, Villarica & TrueMoney branches. Please present valid ID. Thank you!",[],0,0,0,0,hi mrms name rdcn claimed rdpawnshop penbank villarica truemoney branch please present valid id thank,Ham
Ham,"#BDOAntiScam: Beware of scam messages with links to update your account. Real BDO messages with ""BDO"" in the sender name will not ask you to click links.",[],0,0,0,0,bdoantiscam beware scam message link update account real bdo message bdo sender name ask click link,Ham
Ham,S:)no competition for him.,[],0,0,0,0,sno competition,Ham
Gambling Promotion,slotsbet.tv/um7hL8t Sumali sa aming gaming community at mag-enjoy sa libreng deposito na naghihintay para sa iyo.,['Gambling Promotion'],0,1,0,0,slotsbettvumhlt sumali aming gaming community magenjoy libreng deposito naghihintay,Spam
"Gambling Promotion, Phishing",SIM Registration: Your SIM is not yet registered. Avoid blocking tonight. Register at: bit.ly/update-ph-2025,"['Gambling Promotion', 'Phishing']",0,1,0,1,sim registration sim yet registered avoid blocking tonight register urllink,Spam
Ham,"Did you request to do BANK TRANSFER to BDO Unibank, Inc. account no. ending in 6177 with amount of PHP 2000.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 905908.",[],0,0,0,0,request bank transfer bdo unibank inc account ending amount php dont enter otp site send anyone scam requested otp,Ham
Phishing,Earn extra income! Work-from-home affiliate hiring. 2k-5k per day. No fees. Link: bit.ly/ph-84809,['Phishing'],0,0,0,1,earn extra income workfromhome affiliate hiring kk per day fee link urllink,Spam
Ham,Hey company elama po mudyadhu.,[],0,0,0,0,hey company elama mudyadhu,Ham
"Gambling Promotion, Phishing",MCW: Daily 50 pesos free! Register na and start winning. Laro na d2: flash-parcel-tracking.net,"['Gambling Promotion', 'Phishing']",0,1,0,1,mcw daily peso free register start winning laro flashparceltrackingnet,Spam
Ham,"Hi! Congratulations, Account Secure ka na! You just registered your phone Realme RMX3191 with your GCash # 09763045451. If this is not you, go to the GCash Help Center and chat with Gigi.",[],0,0,0,0,hi congratulation account secure ka registered phone realme rmx gcash go gcash help center chat gigi,Ham
Phishing,"Hi, I'm recruiter for Telegram Task. Your profile is selected for P800-P2000 pay. Info: bit.ly/secure-ph-711304",['Phishing'],0,0,0,1,hi im recruiter telegram task profile selected pp pay info urllink,Spam
Ham,You have successfully linked your GCash account to Netflix Inc.. Enjoy easier online shopping with GCash now!,[],0,0,0,0,successfully linked gcash account netflix inc enjoy easier online shopping gcash,Ham
Spam,Your daily horoscope: Never give up on your dreams. Reply UNSUB to stop.,['General Spam'],0,0,1,0,daily horoscope never give dream reply unsub stop,Spam
Spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,['General Spam'],0,0,1,0,message free welcome new improved sex dogging club unsubscribe service reply stop msgsp,Spam
Ham,You have paid P10.00 of GCash to purchase Php 10 load for 09129094503 on 05-09-21 09:21 AM. Your GCash balance is P68.77. Ref. No. 039132110.,[],0,0,0,0,paid p gcash purchase php load gcash balance p ref,Ham
Spam,Magdeposito para sa pagkakataong manalo ng iPhone 15 Pro Max okwin.tv,['General Spam'],0,0,1,0,magdeposito pagkakataong manalo iphone pro max okwintv,Spam
